'VIRGINIA ALICIA', 'BALASTEGUI PRINCIPE', '1920-07-18'
'NOLBERTO', 'ERDOIZA RUFES', '1983-03-30'
'MARIA DESIDERIA', 'SIMONYAN LLACUNA', '1955-07-02'
'DAMIAN ENRIQUE', 'RADUTA BONORA', '1934-01-28'
'MARIA ELVIA', 'DATO PAULA', '2000-01-13'
'DANIELA IONELA', 'BRETON BOMBARDO', '1946-05-02'
'VERONICA ANGELES', 'SCHRODER DEL HORNO', '1988-05-16'
'MIRTA SUSANA', 'CORULLON BACH', '1926-10-22'
'BRIAN RICHARD', 'SANCHEZ GUERRERO OBANDO', '1945-03-16'
'ALEJANDRO GONZALO', 'DIMOV AÑAÑOS', '1928-08-07'
'SECUNDINA', 'REGIS MONTALAR', '1951-05-13'
'VICTOR ELOY', 'ALLONCA AVILEZ', '1927-06-30'
'MARIA VICTORINA', 'GARAT OUALI', '1938-06-01'
'FREDDY', 'BERNE COBA', '1925-04-26'
'XAVIER RAMON', 'SEIVANE FILIP', '1987-01-24'
'FATIMA PATRICIA', 'ROLO BERASATEGUI', '1925-11-18'
'JORGE LUIS', 'PASTO GARCIA DE ALBENIZ', '1937-11-27'
'SHAOYONG', 'GERPE VENTSISLAVOVA', '1951-08-27'
'MARIAN CONSTANTIN', 'ESCOBEDO NOVALBOS', '1946-06-08'
'DOLORES ELENA', 'CASASECA ET TAMIMI', '2001-06-02'
'YUNAN', 'AGUARON QUEVEDO', '1987-10-15'
'MAURICIO GABRIEL', 'PEDROSO BELVER', '1920-07-18'
'STEFAN ALEXANDRU', 'SILVAN BARRA', '1969-06-15'
'GEORGIANA ALINA', 'DE MIER EHSAN', '1952-11-30'
'FATIMA ZOUHRA', 'VITAL HENAREJOS', '1969-06-28'
'NATALIA ESTHER', 'IGUIÑIZ PARIAS', '2011-10-17'
'NATALIA CRISTINA', 'VIVET GURT', '1962-02-10'
'LALA', 'VERDON MARTINELLI', '1978-06-22'
'LUCAS MARTIN', 'BADIMON VLASIN', '1965-12-12'
'PETER MICHAEL', 'PILATUÑA KOSTADINOVA', '1972-10-30'
'ABILIA', 'SISTERNES ACERETE', '1918-07-26'
'MERCEDES MILAGROS', 'SANTASUSANA MARTIN BENITO', '2005-02-08'
'BOUMEDIEN', 'CARO RODELLAR', '1934-12-31'
'LEROY', 'VASCONCELOS ESPRIU', '1934-10-21'
'JESSICA RAQUEL', 'DE LA SEN DE LA NAVA', '1963-03-16'
'JAMIE LEE', 'CASABLANCA DE LOS REYES', '1950-12-12'
'MARIA IOANA', 'CABO ONU', '1962-11-09'
'SOUMAIA', 'PALAVECINO MONEDERO', '1992-07-26'
'MARIA SINDA', 'VILLALVA BALDWIN', '1983-01-04'
'MARIA CONCETTA', 'LEAÑOS MASCUÑAN', '1927-07-22'
'LUCIA PINO', 'NAVEED HERVADA', '1948-03-07'
'REIDUN', 'BARADO SHAHZAD', '1995-07-05'
'MARIA MONSERRAT', 'GRIGORESCU PONSATI', '1964-07-11'
'JETZABEL', 'BELGHANOU GONZALVES', '2012-08-18'
'MIREN PILARE', 'BADIANE BARBEITO', '1951-11-07'
'JUANJO', 'BALERIOLA CIRCUJANO', '1930-02-01'
'JULIA EDITH', 'DIAZ GOMEZ DE CADIÑANOS', '2015-08-28'
'BARTOLOME ANGEL', 'ESCAYOLA LIÑAN', '1923-01-12'
'LUIS PABLO', 'ASENOV ORALLO', '1935-04-07'
'JACOBO LUIS', 'SOMAVILLA PAGAN', '1942-07-10'
'RONAN', 'PEREZ CEJUELA ALMEDA', '2008-06-24'
'JORGE SERGIO', 'MICOLTA ORTEZ', '1987-11-08'
'ANNE CHARLOTTE', 'ULACIA ZARATIEGUI', '2000-10-06'
'ALEXANDER ALBERTO', 'BORDE ABELENDA', '1999-03-09'
'CHARANJIT', 'GUETTAF DEL PESO', '1983-04-29'
'AIGUO', 'SABARTES GAITA', '1990-04-30'
'VICTOR ADOLFO', 'ZAIT YUN', '1937-07-28'
'MARY ELENA', 'SALVA PELICANO', '1962-10-18'
'ENOLA', 'BARRIALES CANDANEDO', '1986-05-31'
'ANA PAULINA', 'VENTURINI PICAPIEDRA', '1941-12-29'
'HOURYA', 'PUADO PORTORREAL', '1959-06-30'
'ALFONSO DIEGO', 'MOZA GOMEZ PASTRANA', '2004-10-29'
'JUAN JUSTO', 'TRONCHONI OCHAVO', '2007-08-19'
'ELENA ROSARIO', 'BORRUECO GUEMES', '1920-09-30'
'MELBA', 'COUTADO GREDILLA', '1962-09-19'
'ANNA AGNIESZKA', 'SABANDO ERRANDONEA', '1954-04-22'
'BALJIT', 'FITE CAMISON', '1987-02-04'
'MIGUEL ENRIQUE', 'PINI LOPES', '1930-06-24'
'NARCISO JAVIER', 'CANTAL SOPORAN', '1974-10-31'
'SHIYU', 'DILLANA MARTITEGUI', '1986-06-11'
'MELITINA', 'FUNCIA ARNANZ', '1997-07-27'
'ALFONSO GABRIEL', 'TAMBA FIRVIDA', '1938-11-18'
'ENRIQUE DANIEL', 'EVANGELISTA AHIDAR', '2012-07-01'
'RITO', 'RIC ARBE', '1967-07-17'
'ARIANA GABRIELA', 'ANTONELLI PINEDA', '1920-02-21'
'HAIYUN', 'BUTRON MANTA', '2015-07-20'
'ELNA', 'NOVAU USINA', '1974-02-18'
'NICK', 'CABACO HOCES', '2002-12-20'
'ANN CHRISTINE', 'HOANG BENTAYEB', '1936-11-05'
'ISMAILA', 'URIEL GALILEA', '1942-05-13'
'ROCIO REYES', 'SULBARAN BARONA', '1960-04-17'
'MARGARITA SILVIA', 'ENJO CHIRALT', '1997-02-25'
'ALIMA', 'GARCIA MIGUEL DIAZ MORENO', '1930-09-03'
'ARIEL ESTEBAN', 'CANTOLLA MENAL', '1938-10-04'
'LORENA GUADALUPE', 'SOGAS RESANO', '2007-09-09'
'ENOLA', 'RABANEDA MAURI', '1948-01-05'
'LIFENG', 'IRIBERRI GURDIEL', '1953-07-31'
'ADAH', 'NUEVALOS YUCRA', '1925-09-01'
'ANA FE', 'OLTEAN LEAL', '1955-01-09'
'RODRIGO GASTON', 'FRONTERA STUPARU', '1975-06-10'
'ISMAEL FRANCISCO', 'SORAZU GRAMUNT', '2010-01-31'
'IRMA MARIA', 'CRISPI MANIEGA', '1919-06-19'
'ARCENIO', 'EGIGUREN VALDERRABANO', '1934-04-11'
'ANGEL GERMAN', 'AZAÑEDO VERAS', '2014-03-22'
'IULIA ELENA', 'DANERI MOREYRA', '2010-06-08'
'PLACENTINA', 'SULTANA ZINOUNI', '1983-08-07'
'XU', 'CHIRCA ATUCHA', '1995-07-07'
'MARY JOY', 'PANES BERRONES', '1961-12-13'
'LINLIN', 'GORANOVA GERALDES', '1976-03-04'
'CLAUDIA MIHAELA', 'ESCOTO ACOSTA', '1958-05-17'
'CARMEN MARTINA', 'URRAZA EL HAMRI', '1996-10-20'
'ISMAEL MIGUEL', 'GABARRI SANCHEZ DE LA CAMPA', '2000-05-10'
'NOR', 'ZENG SUCARRATS', '1959-09-27'
'IONUT ANDREI', 'LARRAINZAR DAHMOUNI', '1980-08-30'
'CUIHONG', 'LECHUGA LAMORA', '1989-05-01'
'NECULINA', 'LANAQUERA CORNEA', '1960-01-04'
'PAUL ANTHONY', 'ZAYAS SNOUSSI', '1942-06-30'
'MARCELLA', 'VIZCAYA PARTE', '1949-05-15'
'ANTONIA SANDRA', 'POMPA BEDIA', '1939-07-26'
'AMPARO BELEN', 'PIJUAN DEL CURA', '1991-01-13'
'AMELI', 'RUIZ BERDEJO SAUCH', '1948-08-23'
'MATEO ANDRES', 'MADOLELL GUANCHE', '1976-11-02'
'ANTONIO DAVID', 'PEDRAGOSA ENCINOSO', '1968-11-17'
'YUDELKA', 'GALARZA TERRADA', '1991-05-08'
'DEVINDER', 'SAÑA TRULLS', '1951-04-07'
'NOELIA MAR', 'MORATAL UTERGA', '1987-07-21'
'ELENA CAMELIA', 'VERTIZ CUNQUERO', '1928-12-12'
'NIKOLAY HRISTOV', 'QUINTILLA ROCCO', '1965-09-13'
'RONI', 'DOPAZO LA O', '2007-12-20'
'DJIBRIL', 'GRAD SANTURINO', '1977-01-02'
'AASE', 'DIEZ DABO', '1965-11-18'
'DAVID LEE', 'BOLOS SILVA', '2006-08-28'
'MARIA DARIA', 'ARROBO SARFRAZ', '1918-08-12'
'HECTOR RAUL', 'MOTERA MEHDI', '1991-12-02'
'MARTA BEGOÃ‘A', 'VIVANCOS RESTITUTO', '1998-02-16'
'FELIPE RICARDO', 'BERNARDINO COLLELL', '1935-10-25'
'VICTORIA EUGENIA', 'BERIGUETE ILIEV', '1936-09-17'
'ANGEL ESTEBAN', 'SANCHEZ GARRIDO REALES', '1947-08-01'
'JOHAN EDUARDO', 'CASTELLA MONTAÑOLA', '1951-12-31'
'ANA ELOISA', 'MIAS MENO', '1920-04-07'
'ANTONIA VANESSA', 'MIJARES ESMERALDA', '1987-07-07'
'FRANCISCO SENEN', 'SANCHEZ DE OCAÑA CALONGE', '1941-07-07'
'ALICIA MARIA', 'FORNER CEBA', '1954-08-31'
'VENERANDA', 'UCENDO MAGRANS', '1979-10-01'
'NICKY', 'GAJATE BAKKAR', '1932-11-01'
'JUNE MARGARET', 'SUBIRES WILKINSON', '1990-07-06'
'BIRGITTA', 'ABBAOUI BERENGUEL', '1983-09-29'
'ANASTASIO', 'BUCETA LOARCES', '1983-10-08'
'JANO', 'AGUA ZAIM', '1938-03-23'
'VALERIA ANDREA', 'BROCEÑO DE ARANA', '1990-06-08'
'NAIADE', 'REZUSTA ARDELEANU', '1950-05-27'
'CONSUELO INMACULADA', 'BOTIA OZAETA', '1961-06-07'
'LILIANA GABRIELA', 'BAAMONDE LA PARRA', '1995-06-01'
'LORENA ANDREA', 'CARCAR CIURANS', '2001-04-19'
'EMIL IOAN', 'ALUSTIZA NIN', '1930-06-02'
'EMILY LOUISE', 'SANTASUSANA SAMBAD', '1973-10-26'
'MADALINA MIHAELA', 'AMIRI CAZALILLA', '1956-07-01'
'MARIA LUDIVIA', 'EL HASSOUNI ELICES', '1947-08-14'
'CARMEN SOCORRO', 'VENEGAS CALATRAVA', '1977-09-15'
'ESTHER OLGA', 'MONTOYO LLACER', '1919-03-25'
'RAFFAELE', 'IRIBAR CORTECERO', '1969-09-16'
'MARIA JORGELINA', 'SERVERA JARABO', '1926-02-16'
'HENRY JAVIER', 'SUKIA ANTOÑANA', '1952-03-18'
'MARIA TIBISAY', 'VALIÑA VILDOSOLA', '2005-11-01'
'UTE', 'IZQUIERDO DOMBRIZ', '1988-07-07'
'MARIO RAMON', 'VALADES LAMELAS', '1983-09-27'
'VICENTA CONSUELO', 'FORERO GRADINARU', '2010-05-31'
'JOUNAIDA', 'ADIB WERT', '1980-01-14'
'IRENE CAROLINA', 'MORAGUEZ BURRERO', '1975-03-04'
'BRYAN ISRAEL', 'IVAYLOVA SALHI', '1993-09-29'
'ERNESTO EDUARDO', 'MOMPEAN SADDIKI', '1980-03-24'
'LALIT', 'JARO MONTAS', '1929-11-28'
'HAROUN', 'DE LA ENCINA RUZ', '1933-09-12'
'EDUARDO MARIANO', 'MAINAR EGEDA', '1944-02-22'
'MARIA TERESA ANGELES', 'GIMBERT ALDASORO', '1984-06-12'
'ROLF DIETER', 'BASCOY HERRARTE', '1952-03-16'
'CRISTIAN MOISES', 'BARKA DE VRIES', '2001-01-30'
'IONUT AURELIAN', 'BARREIRO CANYELLES', '1930-04-19'
'KIRIL', 'URRUTICOECHEA MADRIÑAN', '2002-08-04'
'IRVING', 'FARRO MARCIEL', '1973-08-23'
'CLARA MATILDE', 'OROIS BRACERO', '2011-04-28'
'FRANCISCO GUZMAN', 'DORCA CANSECO', '1963-03-01'
'LUZ AIDA', 'GUERRAS DOHERTY', '2013-07-31'
'CELIA ESPERANZA', 'VERANO VARTOLOMEI', '1951-02-18'
'REMEDIOS MARIA', 'ORVICH ACHIM', '1928-10-04'
'ALBANIA', 'ZEPEDA CANES', '2011-08-14'
'DOMINICK', 'BOZAS PRADAS', '1947-05-04'
'ANASTASIA MARIA', 'SOMAZA CAMUÑAS', '1931-03-29'
'ABDELHAQ', 'MIROSLAVOVA NOVALBOS', '1975-04-13'
'FRANCISCO BERNARDO', 'DEL PINO ANGHELUTA', '2003-09-28'
'DAMARIS MARIA', 'JUANICO MUGUERZA', '1986-04-07'
'FEDERICO DAVID', 'BARRENA COLON', '2006-03-15'
'ROCIO CONSUELO', 'LAMRANI GUIOT', '1989-12-17'
'HECTOR ARTURO', 'ARTAL CESAR', '1972-04-01'
'IQRA', 'ARINA TOSCANO', '1937-04-09'
'RAN', 'DOYLE CARAMAZANA', '2004-06-21'
'LEIDY ALEXANDRA', 'BUFORN PIPO', '1991-09-05'
'DIANA ANGELES', 'DEDIU MASA', '1988-09-13'
'KATHYA', 'BERNARDINO ARCO', '1967-12-15'
'EDISON GEOVANNY', 'OSINAGA EL AKEL', '1953-12-17'
'AFIFA', 'TIMONER ALLES', '1931-08-18'
'CARLOS OSWALDO', 'BORES VAN', '1948-09-12'
'AKHTAR', 'CEMBRANOS MALLALI', '1952-07-08'
'RACHEAL', 'MARTIL VIUDEZ', '1957-12-17'
'NAHIM', 'ARASA FERREYRA', '1942-09-29'
'SATPAL', 'BARRANCOS CULEBRAS', '1960-07-29'
'LUIS EVELIO', 'TUDELA FUERTES', '2015-12-02'
'EVA SOFIA', 'JANSSENS LOMBARDERO', '1967-02-01'
'HECTOR NICOLAS', 'BARTI MANZANEDO', '1983-05-09'
'LEOCRICIA', 'SABURIDO ANIORTE', '2015-03-03'
'ALEXIA IOANA', 'AVALOS WATKINS', '1920-12-13'
'INMACULADA FRANCISCA', 'OLIYNYK BRAZALES', '1939-05-11'
'LUZ NATALIA', 'MARROQUI REGALES', '1922-10-04'
'FABIO DAVID', 'BERMEJO MOLINARI', '1927-05-11'
'PETRU NICOLAE', 'VALDEON ROCAMORA', '1997-12-11'
'NICOLETA MARIA', 'BUZZIAN COBOLLO', '1937-03-02'
'MILEDY', 'VALLCANERAS OSUNA', '1986-11-07'
'CLARA ALEXANDRA', 'PEDROUZO SIDRO', '1990-05-05'
'NESTOR ENRIQUE', 'OROL VEGAZO', '2007-02-24'
'BRINDUSA', 'CASTELAO TERRON', '1969-10-19'
'WILLIAM OSWALDO', 'GRAJAL RUIBAL', '2012-05-15'
'CARLA ANTONELLA', 'SARGHINI ARUS', '1958-01-30'
'JOVINA', 'FLORIAN AGIS', '1932-11-22'
'JAIRO IVAN', 'CULIAÑEZ BOYERO', '1971-10-04'
'BODIL', 'PLAJA MATESANZ', '1930-11-12'
'LIZETH ESTEFANIA', 'IBARZ CEES', '1944-04-29'
'JAVIER DOMINGO', 'VIVET VICIOSO', '2013-03-01'
'JAVIER AGUSTIN', 'LOPEZ DE LETONA VICTORI', '1936-05-13'
'IGNACIO SANTIAGO', 'MECHBAL VIZCAYA', '1990-02-22'
'MARCIO', 'VILAS FORTES', '1940-08-07'
'ALYA', 'NEFF MAZCUÑAN', '1925-07-16'
'RENE ARTURO', 'OCTAVIO ARMENDIA', '1978-10-05'
'VIOREL MARIUS', 'NARDI ALMADA', '1965-08-13'
'MANUEL BIENVENIDO', 'GANCHOZO TXURRUKA', '1997-06-17'
'MARIA YOBANA', 'UGIAGBE SAN SEBASTIAN', '1964-09-15'
'SAMUEL MARTIN', 'ORGE REPARAZ', '1982-09-27'
'GUSTAVO MARCELO', 'EL HAMDOUNI SISTAC', '1958-07-29'
'INGRIDA', 'KANTE VALES', '2006-06-03'
'VIGGO', 'SANCHEZ BRUNETE ALPERA', '1968-09-09'
'ISMAEL ANTONIO', 'PUIGDEVALL BASTIDAS', '1961-08-17'
'ADRIANA MILENA', 'QUIZHPE EL MRINI', '1955-05-29'
'CESAR MARIANO', 'CAJIGAL ENJO', '1987-01-28'
'MARIA ORLANDA', 'CUMBICOS LANGA', '1962-12-30'
'JANETTE', 'OKORO ERCILLA', '1944-12-08'
'JESSICA MERCEDES', 'VILLAVERDE MEDAL', '1946-06-26'
'HMAD', 'GASMI BHANDARI', '2006-01-17'
'BERKIS', 'BORRACHERO ESPASA', '2007-12-16'
'VALENTIN IONUT', 'MARQUIEGUI HADDAD', '1929-05-12'
'BHUPINDER', 'GONZALEZ GALLEGO ARMENTA', '1926-05-15'
'DIVINA MARIA', 'SILLES FIEL', '1994-10-31'
'JOSE FELIPE', 'GUAL TORRESCASANA', '1954-12-20'
'VIKTORIJA', 'SOUVIRON ZEGGAF', '1933-04-03'
'JULIANA TERESA', 'DAÑOBEITIA BETANCOURT', '2004-01-26'
'AIDA MERCEDES', 'PEÑALVA EL HAMRAOUI', '1970-08-11'
'CECILIA PAOLA', 'GALIMANY GENES', '2003-03-03'
'PALOMA MERCEDES', 'MEZEI LUKACS', '2015-11-18'
'NAYARE', 'CAZCARRO BONJOCH', '1948-12-31'
'JOSE MELCHOR', 'MAROTE SAMINO', '2007-10-19'
'EDUARDO DOMINGO', 'ORTIZ DE GALISTEO RODRIGUEZ BORLADO', '2001-01-03'
'ANA ROXANA', 'BUENDIA TARTALO', '1972-04-05'
'LUIS ALBERTO', 'CURRO LASTANAO', '1979-06-10'
'PASCUAL CARLOS', 'HAMZA LASTRA', '1992-04-11'
'MANUEL JERONIMO', 'VITE CECA', '1940-11-10'
'ANA DESIREE', 'TURCANU ARTAL', '1957-09-21'
'GEMA ISABEL', 'GHALMI ALABORT', '1979-07-12'
'MATILDE ISABEL', 'RANSANZ ALBERTI', '1950-11-22'
'MARIUSZ KRZYSZTOF', 'BORDETAS SAVALL', '1977-12-11'
'VILLAVICIOSA', 'BALLAZ BERLOSO', '1967-01-27'
'GEORGE MIHAI', 'LOSA REUS', '1953-12-04'
'ESTRELLA MARINA', 'NATIVIDAD PINDADO', '1940-04-08'
'CARMEN AMPARO', 'PERIANES GAO', '1972-10-15'
'MARCOS AUGUSTO', 'RASOOL TAURONI', '1945-07-19'
'VIRGILIO', 'RIPA HARCHI', '2012-08-30'
'AUSTRALIA', 'ESONO PLANELLAS', '1980-10-07'
'FLORIN AURELIAN', 'PASCA AZUAJE', '1933-06-10'
'MAXIMO DANIEL', 'CARRASQUER RODRIGUEZ REY', '2014-08-30'
'AITOR IGNACIO', 'CURQUEJO SARAIVA', '1986-01-18'
'LARS ERIK', 'ALBAREDA PANISELLO', '1943-10-25'
'HENRY GEOVANNY', 'NOBRE MALO DE MOLINA', '1997-12-05'
'VEREMUNDO', 'CONSUEGRA JOHNSTONE', '1989-07-27'
'ADI', 'OMEÑACA LOMBERA', '1942-10-30'
'MIGUEL ALEXANDRE', 'CARREGUI VASILACHE', '1975-11-26'
'AGUA SANTA', 'CORRIONERO XUFRE', '1980-07-19'
'VEGA', 'SAZ MARCOTE', '1927-06-22'
'RAUL FABIAN', 'SANTO BELARTE', '1994-06-02'
'URSICINO', 'CABRANES BOFARULL', '1952-01-30'
'ADRIANA ROSA', 'GALAVIS AMMAR', '1989-11-09'
'MARTHA IRIS', 'LAVELA LAREDO', '1961-04-23'
'JORGE JACINTO', 'ALVAREDO PERDIGUER', '1927-06-07'
'MAURICE JOHN', 'POUYE LARRAYOZ', '1925-11-15'
'JOSE ERNESTO', 'ZORRILLA FORMENT', '1919-08-02'
'ROSARIO NIEVES', 'CHANZA PALLEJA', '1997-01-23'
'ANTONIO FAUSTINO', 'ROYO TENRERO', '1948-05-23'
'MERCEDES CECILIA', 'OSCAR CIORTAN', '1939-04-06'
'DELCY', 'OUHDA DEBON', '1946-01-07'
'CLAUDIA TERESA', 'FANEGAS NACU', '1950-09-17'
'CARLA INES', 'SALES ESCANEZ', '2012-03-26'
'EMILIA MONTSERRAT', 'PIEROLA VIDAURRAZAGA', '2007-07-21'
'JAIME MARIANO', 'ZARAUZ PRISACARU', '1974-12-23'
'JULIA DANIELA', 'SANHAJI LEONCIO', '1954-02-14'
'DONGSHENG', 'TRIBALDO RUIZ MOYANO', '1971-10-21'
'CARLOS NICOLAS', 'ALHAMBRA QUEVEDO', '1995-11-21'
'ENRIQUETA ISABEL', 'ALBORCH UNZAGA', '1927-10-11'
'MEHMET', 'ITURBIDE PETROSYAN', '2014-03-02'
'NURIA SOLEDAD', 'MANTIÑAN AHARRAR', '1959-06-12'
'DOROTHY ANNE', 'PROAÑO GAÑETE', '1944-05-02'
'AYAD', 'EIJO BAKHTAOUI', '1943-06-03'
'NANCY KARINA', 'ABENOZA OYA', '1965-06-21'
'JOSEP PERE', 'GUPTA DE ROJAS', '1989-08-21'
'ANGELES ROCIO', 'SAG PURI', '1963-08-16'
'YAJAIRA', 'GUADAÑO SAMPRON', '1998-09-22'
'MAYSAM', 'MANU DE LA PRIETA', '1981-06-04'
'CYNTHIA LORENA', 'MBA VILLCA', '1949-06-27'
'CLEO', 'SAGUILLO KARIM', '2012-12-20'
'PAOLA VANESA', 'SOLVAS LAGO', '1953-10-28'
'MATILDE JESUS', 'CINTERO SAMBA', '1987-06-23'
'VICENTE ALBERTO', 'LALANDA CANDELA', '1943-11-17'
'IRENE ESTHER', 'PAVLOVA SOTORRIO', '1961-06-21'
'MARIA JOSE', 'CANCELO KAMARA', '1991-03-20'
'CLARA ESPERANZA', 'BASURKO SANCHEZ MONTAÑEZ', '2013-11-07'
'OUASSIMA', 'SIMANCAS SABOYA', '2010-03-05'
'INMACULADA MERCEDES', 'GONZALEZ DE MENDOZA CANOVAS', '2011-04-08'
'GLORIA MARIANA', 'GESTI CALVET', '1988-06-23'
'VASILII', 'HERRANDO SAM', '1993-06-27'
'LYUBOV', 'BONDAR ACARRETA', '1963-06-08'
'MEHMOOD', 'LASUEN MAGARIÑO', '1941-10-15'
'IRIS MARIA', 'FLUVIA FLEMING', '1937-06-20'
'ROBERT PAUL', 'CADAYA MUÑOYERRO', '1985-03-02'
'MARIA ANITA', 'JABRI UCENDO', '1971-03-21'
'TANIA MARISOL', 'MILLANES JUANENA', '1972-02-17'
'HONORIO JESUS', 'BETOLAZA BELMONTE', '1944-12-05'
'MIRCEA VASILE', 'VALLO COBREROS', '1991-09-02'
'LIBERATA', 'ENGRA SERTAL', '1995-06-04'
'DORA ALICIA', 'SAU COIRA', '1966-12-18'
'AITOR PEDRO', 'LLI LEÑADOR', '1968-04-29'
'AGNIESZKA KATARZYNA', 'LEOZ SUKIA', '1994-01-09'
'LUCRECIA MARIA', 'ORIVE FORNE', '2002-09-21'
'REBECCA LOUISE', 'COCILNAU FIGUERO', '1966-03-17'
'ANA LILIA', 'CHERINO ORMAZA', '1984-11-27'
'JOSE LUIS JESUS', 'MAREGA MARCOTE', '1949-11-22'
'ONESIMA', 'ALBENDEA HITA', '1997-08-22'
'MARIA HORTENSIA', 'VILLAMEDIANA BENES', '1982-02-25'
'IRAMA', 'COMERMA ECHEANDIA', '1977-01-04'
'MANUEL MATIAS', 'LEGUA VILASECA', '1932-07-20'
'GUSTAVO NICOLAS', 'ROY MERCANT', '1958-09-15'
'BAYAN', 'ANDORRA CHICO', '1985-09-13'
'ANA VIRTUDES', 'SALGADO FTOUH', '1960-12-06'
'JESSICA MILAGROS', 'MORON MIHAYLOVA', '1965-01-01'
'ADAN JOSE', 'OLAORTUA COY', '1954-07-08'
'ALBERTO MARIA', 'SALDARRIAGA BOTRAN', '1941-12-16'
'ASHA', 'DIÑEIRO VILLAYANDRE', '1957-11-11'
'JANINA MARIA', 'LLORACH RUESTA', '1979-04-15'
'NANCY ANDREA', 'PERAMO BUENADICHA', '1985-03-23'
'GABRIEL FRANCISCO', 'FARGA LARIZGOITIA', '1946-07-05'
'ZENOBIO', 'QIN ESPERILLA', '1969-10-12'
'JOSUE GABRIEL', 'ZAZO ONTANILLA', '1960-03-24'
'HIART', 'PALMEIRO PIVIDAL', '1983-06-06'
'KELTOUMA', 'PALOMERO HERCE', '1997-06-05'
'ENIKO', 'BOUZA BOQUETE', '1994-06-30'
'IZOTZ', 'HONTIYUELO BORDEA', '1989-08-05'
'LESMES', 'RASTOLL MOURAD', '1977-03-10'
'ABEL ANDRES', 'DRAGOTA ARISPON', '1968-04-18'
'KARINA MABEL', 'ANADON RUESCAS', '1990-07-31'
'MARINA GUADALUPE', 'BOZAS SALILLAS', '1982-12-01'
'JOHN CHRISTOPHER', 'CHAFLA MONTALBO', '1940-08-23'
'BELARMINO', 'BEAMUD RAMIS', '1984-04-07'
'ANDREA LETICIA', 'VENY PULLA', '1974-05-03'
'ROBERT IULIAN', 'PLUMA SENIN', '1994-12-20'
'CONSUELO MARIA', 'MONRAS CEDEIRA', '2000-05-18'
'JERONIMO JOSE', 'CARBALLES FONCUBIERTA', '1940-09-08'
'LINDA LOUISE', 'RUBIO BAZACO', '1921-08-19'
'GURPREET', 'HERREROS DE AGUILAR', '1945-06-17'
'EMRAN', 'ONS GARRIZ', '1920-09-20'
'LIZ MARIA', 'JOVAL BERNALDEZ', '1927-08-15'
'ANTONIO CANDIDO', 'BUSTINS EUGENIO', '2012-12-09'
'AMJID', 'DAMIA CABARGA', '1931-04-27'
'BRAHIMA', 'CAMPAÑON HAMMOND', '1997-10-29'
'MARIA RAMONA', 'CAPIN CEDENA', '1956-02-20'
'CRISTIAN IONUT', 'DASCA CERRUDO', '1982-09-29'
'EUGENIA DOLORES', 'ECHEVERRIA CARRERA', '1930-07-20'
'GIOVANNI FRANCISCO', 'URSA DIEGUEZ', '1931-09-18'
'FETTAH', 'RABELL EDDAOUDI', '1971-05-07'
'RAIMUNDO JESUS', 'YERMAK FAUSTE', '1950-02-12'
'VICENTE AURELIO', 'FORN ORENES', '1974-09-13'
'YONAI', 'BARAGAÑO SARIOL', '1966-01-16'
'SHANTI', 'JALDA GESA', '1980-09-02'
'PETER FRANCIS', 'NATERA LLUNA', '2004-03-17'
'MARBELYS', 'ANTAL LIZARZA', '1952-08-22'
'MAYSAM', 'FONT JIMENO', '1992-12-22'
'ELISABETA MARIA', 'MONTENEGRO GRULLON', '1928-02-21'
'PORFIRIA', 'LAPADAT MARTEL', '1930-03-14'
'JOSEFA CARMEN', 'ORENGA BOOTELLO', '1947-07-18'
'PILAR ANGELA', 'ANTO FERREYRA', '1949-03-22'
'EDGAR ANTONIO', 'MARCELINO CASABO', '2000-02-15'
'VIDINA', 'MASATS NORIEGA', '1970-03-01'
'LESYA', 'PARTEARROYO ABOUFARIS', '1953-10-15'
'GUNTER', 'PERTIERRA FORCADELL', '1966-11-24'
'WALTER ORLANDO', 'LOPES WILKINS', '1945-05-20'
'CLAUDIA LORENA', 'KOUBAA SHVETS', '1987-07-07'
'JAINABA', 'ESCARIZ BAILEZ', '2006-10-15'
'ROSA GUADALUPE', 'CIURARIU PROFITOS', '2007-12-16'
'BLANCA ANA', 'POSADAS SHENG', '1943-12-16'
'SAHIRA', 'CIGES CHAMBERS', '1994-06-22'
'VANESA CARMEN', 'COLS GERMADE', '1954-08-25'
'YOSVANY', 'CARANDELL CRETU', '1930-05-14'
'LUIS LAZARO', 'CASASSAS PELEGRIN', '1984-02-13'
'ELOY ALBERTO', 'CLAPERS REVUELTAS', '2012-05-29'
'LAURA JAYNE', 'BASTON TUDO', '1950-01-27'
'MEDIR', 'CHAND AVENDAÑO', '1951-07-26'
'MOR', 'AGOSTINI MUNTEANU', '1987-05-08'
'CAMILA ALEXANDRA', 'PUIGORIOL GIBELLO', '1989-12-01'
'LUISE', 'CORDENTE KHATIRI', '2011-11-29'
'CELMA', 'TOMILLERO SOBRAL', '1956-05-01'
'EDWIN ALONSO', 'ZARIOH TAPIAS', '1949-01-16'
'GRISELDA NOEMI', 'CORT MAILAT', '1929-11-05'
'MONTSERRAT NIEVES', 'MENCHERO FELIP', '1988-05-11'
'URBICI', 'COZ LUPU', '1921-07-25'
'FRANCO ALEJANDRO', 'ISTRATE MUSSO', '1994-09-04'
